Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
167,Unnamed Property,Vile Parle East Mumbai South West Mumbai,Vile Parle Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1327.0,43234,10,3,3,425.0
168,Unnamed Property,102 g Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,708.0,21892,1,2,2,155.0
169,Unnamed Property,Parsik Nagar Flat No 103 First Floor Kalwa Mumbai Beyond Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Built Up Area,645.0,12403,1,1,2,80.0
170,Unnamed Property,C 701 Neelam Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,617.0,36466,7,2,2,225.0
171,Unnamed Property,D 604 Mogra Village Andheri East Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,602.0,28239,6,2,2,170.0
172,Unnamed Property,429 V P Road Flat No 8 9 Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1150.0,23913,3,4,3,265.0
173,Unnamed Property,Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,650.0,19230,2,2,2,125.0
174,Unnamed Property,Ho No 8 Sanman Singh Road Bhandup West Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Plot Area,400.0,8000,2,2,2,32.0
175,Aishwarya Avant Heritage 1 and 2 ,1205 JVLR Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,390.0,30769,12,1,2,120.0
176,Heena Presidency ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,700.0,8500,6,1,2,59.5
177,Unnamed Property,203 Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,800.0,6875,2,2,2,55.0
178,Unnamed Property,Wada Mumbai Beyond Thane Mumbai,Wada Mumbai,5 to 10 Year,Ready To Move,Plot Area,2400.0,2291,1,3,2,55.0
179,Unnamed Property,S V Road Jawahar Nagar Mumbai,Jawahar Nagar,1 to 5 Year,Ready To Move,Built Up Area,1376.0,19622,13,3,3,280.0
180,Unnamed Property,Casa Bella Suprema Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,585.0,10170,4,2,2,59.5
181,Unnamed Property,Flat No 210 Plot No 15 Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,640.0,7968,2,1,1,51.0
182,Unnamed Property,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Plot Area,740.0,6486,2,2,2,49.0
183,Unnamed Property,Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,378.0,14550,6,1,1,55.0
184,Gundecha Asta ,Sakinaka Mumbai,Sakinaka Mumbai,1 to 5 Year,Ready To Move,Carpet Area,401.0,26932,11,1,1,108.0
185,Kabra Galaxy Star CHS ,Brahmand Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,10280,6,2,2,110.0
186,Unnamed Property,Flat 301 Plot 356a Sector 31 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,625.0,8800,3,1,1,55.0
187,Unnamed Property,136 Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,870.0,8160,4,2,2,71.0
188,Unnamed Property,Dr Din Dayal Road Mumbai Beyond Thane Dombivli West Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,370.0,6351,4,1,1,23.5
189,JP Harmony ,Bhd Reliance Residency Near Shiv Mandir Ambernath Mumbai Beyond Thane Mumbai,Ambernath Mumbai,0 to 1 Year,Ready To Move,Built Up Area,995.0,3517,5,2,2,36.0
190,Horizon Homes ,1003 Liberty Garden Mumbai,Liberty Garden,0 to 1 Year,Ready To Move,Carpet Area,627.0,29505,1,2,2,185.0
191,Unnamed Property,Tembhipada Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,300.0,18666,14,1,1,56.0
192,Unnamed Property,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Built Up Area,565.0,15752,5,1,1,89.0
193,Unity Apartment ,Damodar Park Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,481.0,10187,3,1,1,49.0
194,Landmark Jawahar Milan CHS ,Malad East Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,793.0,24275,3,3,3,193.0
195,Vinay Unique Gardens ,E 801 Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Built Up Area,670.0,4954,8,1,2,33.5
196,Unnamed Property,New Panvel New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,825.0,8484,2,1,1,68.0
197,Unnamed Property,Khar West Khar West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,650.0,19230,4,1,1,125.0
198,Bharat Shiv Sai Paradise ,C1201 Majiwada Thane Mumbai,Majiwada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,618.0,13268,12,1,1,82.0
199,Unnamed Property,Shivaji Nagar Shivaji Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,195.0,9230,2,1,1,18.0
200,SRK Solitaire ,Sector 18 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1750.0,17551,6,3,3,215.0
201,AO Realty Bianca ,Flat No 1001 Andheri East Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1010.0,28712,10,3,3,290.0
202,Unnamed Property,Andheri East Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100.0,29545,5,3,3,325.0
203,Virat Green Avenue ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,722.0,9279,2,2,2,67.0
204,Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Built Up Area,725.0,7310,4,1,1,53.0
205,Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,673.0,10401,8,2,2,70.0
206,Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1105.0,20361,2,2,2,225.0
207,SRP Krish Residency ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430.0,7674,3,1,1,33.0
208,Unnamed Property,Kanjur Marg West LBS Marg Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,982.0,23421,10,3,3,230.0
209,Vissanji Park ,9 a Lokmanya Tilak Colony South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,775.0,45161,3,1,1,350.0
210,Unnamed Property,501 Grant Road East South Mumbai Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1017.0,26548,5,2,2,250.0
211,Lodha Palava City ,F 6 Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,305.0,7540,0,1,1,23.0
212,Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,Nerul Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,585.0,14358,2,1,1,84.0
213,Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,723.0,8298,6,2,2,60.0
214,Shree Chamunda Dham ,301 Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,800.0,9687,3,2,2,77.5
215,Unnamed Property,Dombivli East Dombivli East Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,1205.0,8215,4,3,3,99.0
216,Silver Crest CHS ,Raheja Vihar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1000.0,19000,3,2,2,190.0
217,Samartha Aangan ,Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1550.0,32903,18,3,3,510.0
218,Jewel Arista ,Badlapur W Sonivali Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,685.0,3650,4,1,1,25.0
219,Unnamed Property,Dheeraj Jamuna Chs Chincholi Bunder Road MaladWest Chincholi Bunder Road Mumbai,Malad Mumbai,10+ Year,Ready To Move,Built Up Area,570.0,17544,14,1,2,110.0
220,Unnamed Property,Borivali East Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,1300.0,23000,1,3,3,299.0
221,Unnamed Property,Malad East Mumbai,Malad Mumbai,10+ Year,Ready To Move,Carpet Area,436.0,18348,7,1,2,80.0
222,Gopala Apartment ,101 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1550.0,10322,0,2,2,160.0
223,Cosmos Springs Angel ,Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Built Up Area,1400.0,11785,20,3,3,165.0
224,Godrej Sky Garden ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,570.0,13157,6,2,2,75.0
225,Unnamed Property,Chembur Mumbai Maharashtra India Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,561.0,52584,2,2,2,295.0
226,Unnamed Property,Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1264.0,15427,1,3,3,195.0
227,Panchali Apartment ,Panchali Apartment Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1720.0,16279,1,3,4,280.0
228,Unnamed Property,Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,860.0,27906,5,2,2,227.0
229,Unnamed Property,O 13 Sector 9 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,10+ Year,Ready To Move,Plot Area,2000.0,8750,2,3,2,175.0
230,Unnamed Property,004 a Nalasopara West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,365.0,6575,0,1,1,24.0
231,Unnamed Property,B Wing Rathodi Marve Road Mumbai,Marve Road,5 to 10 Year,Ready To Move,Carpet Area,800.0,18750,7,2,2,150.0
232,Squarefeet Grand Square ,4th Floor Anand Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,409.0,14180,4,1,2,58.0
233,Sai Darshan Apartment ,Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,537.0,23277,5,1,1,125.0
234,Lodha Palava City ,F504 casario Gold exotica Kalyanshil Road Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,960.0,10000,5,2,2,96.0
235,Dharma Sadan ,Flat No 201 Dharma Sadan Sec 19 Plot 87 Behind Reliance Fresh Kharghar Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,687.6,17452,2,3,3,120.0
236,Vasudev Sky High ,102 Building No 4 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,960.0,9166,1,2,2,88.0
237,Unnamed Property,Plot 26 Panvel Matheran Road Sector 12 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1185.0,8016,2,3,2,95.0
238,Wadhwa Viceroy Park ,A1401 Dahisar West Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1510.0,18211,14,3,3,275.0
239,Unnamed Property,Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,460.0,12391,4,1,1,57.0
240,Vihang Hills ,Owale Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,555.0,15676,9,2,2,87.0
241,Unnamed Property,Shirdon Navi Mumbai Mumbai,Shirdon Navi-Mumbai,10+ Year,Ready To Move,Plot Area,3000.0,2166,1,2,2,65.0
242,Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,400.0,22500,5,1,2,90.0
243,Unnamed Property,504 Parsik Nagar Kalwa Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,760.0,9210,5,1,1,70.0
244,Greenwood Estate Phase 2 ,A1 101 Phase 1 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,650.0,6461,1,2,2,42.0
245,Unnamed Property,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,850.0,12352,5,2,2,105.0
246,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,449.0,9354,5,1,1,42.0
247,Unnamed Property,605 Parsik Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,760.0,8947,6,1,1,68.0
248,Unnamed Property,Bhayander West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,460.0,13043,3,1,2,60.0
249,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,829.0,8443,1,2,2,70.0
250,Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,750.0,7539,6,2,2,55.0
251,Unnamed Property,IC Colony Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,675.0,32592,1,3,2,220.0
252,Unnamed Property,Titwala Titwala Mumbai Beyond Thane Mumbai,Titwala Mumbai,10+ Year,Ready To Move,Super Built Up Area,530.0,5660,0,1,1,32.0
253,Patels Pride ,703 Ambernath Mumbai Beyond Thane Mumbai,Ambernath Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,938.0,3732,7,2,2,34.0
254,Zoeb Aayesha Palace ,Parel South Mumbai Mumbai,South Mumbai,Under Construction,Under Construction,Super Built Up Area,649.0,16982,2,1,1,110.0
255,Kalpataru Vienta ,Kandivali East Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,1480.0,39864,8,5,4,590.0
256,Anmol Sankalp ,Sector 5 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100.0,9090,12,2,2,100.0
257,West Metro Residency ,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,7142,7,2,2,75.0
258,AO Realty Bianca ,502 Andheri East Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1194.0,34530,5,2,2,250.0
259,Unnamed Property,Opp Of Sewri Station Sewri Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,200.0,24000,1,1,1,48.0
260,Unnamed Property,403404 Versova Mumbai,Versova Mumbai,10+ Year,Ready To Move,Built Up Area,1750.0,35714,4,3,3,625.0
261,Unnamed Property,202 Gajawakra Adarsh Society Swami Narayan Road 52 Bunglow Bandar Road Panvel Old Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,938.0,8528,2,2,2,80.0
262,Paradise Sai Miracle ,1102 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1685.0,15217,11,3,3,175.0
263,Jeevan Vihar Building ,Malabar Hill South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,1300.0,32692,0,2,2,425.0
264,Unnamed Property,Neral Mumbai Beyond Thane Mumbai,Neral Mumbai,5 to 10 Year,Ready To Move,Built Up Area,600.0,3500,1,1,1,21.0
265,Unnamed Property,Lalbaug Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,440.0,30681,5,1,1,135.0
266,Unnamed Property,Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,704.0,22443,4,2,2,158.0
267,Konnark Sai Krupa Premises ,102 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800.0,16025,1,4,4,250.0
268,Paradise Sai Crystals ,702 Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175.0,15333,7,2,2,115.0
269,Unnamed Property,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1330.0,28195,16,3,3,375.0
270,Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,5 to 10 Year,Ready To Move,Built Up Area,665.0,7368,3,1,1,49.0
271,Unnamed Property,204 Kharegaon Mumbai Beyond Thane Mumbai,Kharegaon Mumbai,10+ Year,Ready To Move,Carpet Area,892.0,14013,2,3,2,125.0
272,Unnamed Property,Sector 2 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,1200.0,13750,3,3,2,165.0
273,Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,462.0,21645,7,1,1,100.0
274,Bhagwati Greens ,1301 Sector 23 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1365.0,30000,13,2,2,240.0
275,Unnamed Property,1101 A Wing Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,565.0,26548,11,2,2,150.0
276,Siddha Seabrook ,Kandivali West Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,706.0,27903,27,2,2,197.0
277,Unnamed Property,106 E Mira Road Mira Road And Beyond Mumbai,Mira Road,Under Construction,Under Construction,Built Up Area,665.0,8270,1,1,1,55.0
278,Unnamed Property,Vasai West Vasai West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,1900.0,7105,1,4,2,135.0
279,Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,1380.0,22463,6,3,3,310.0
280,Darvesh Ayesha Tower ,101 1st Floor Jogeshwari West Mumbai,Jogeshwari Mumbai,10+ Year,Ready To Move,Super Built Up Area,2300.0,14347,1,3,3,330.0
281,Unnamed Property,Row House No 2 400708 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,450.0,16888,2,1,2,76.0
282,Unnamed Property,1102 Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,2110.0,29620,11,5,4,625.0
283,Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1050.0,42000,2,3,4,441.0
284,Unnamed Property,403 404 Seven Bunglow Mumbai,Seven Bunglow,10+ Year,Ready To Move,Built Up Area,1750.0,35714,4,3,3,625.0
285,Unnamed Property,3rd Cross Lane Lokhandwala Andheri West Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3500.0,35000,16,4,4,1000.0
286,Balaji Garden CHS ,Sector 11 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,2200.0,12727,13,4,4,280.0
287,Unnamed Property,Building 14 Flat 02 Ground Floor Hanuman Chowk Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,500.0,22000,0,1,1,110.0
288,Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,586.0,30716,12,2,3,180.0
289,Raj Estate ,G 402 Kashigaon Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,910.0,10659,4,2,2,97.0
290,Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,659.0,8801,16,2,2,58.0
291,Unnamed Property,E2104 Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Carpet Area,619.0,29079,21,2,2,180.0
292,Hiranandani Hill Grange ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Built Up Area,1350.0,15555,3,3,3,210.0
293,Tirupati Arcade ,A602 Tirupati Arcade Sector21 Kharghar mumbai Navi Sector 21 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,2000.0,14000,6,3,3,250.0
294,Acme Avenue ,11th Floor Charkop Mumbai,Charkop Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1284.0,11604,11,2,2,138.0
295,Unnamed Property,Sion West Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Super Built Up Area,2200.0,47500,20,3,3,570.0
296,Dosti Imperia ,3 Bhk Hill Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1654.0,15235,5,3,3,252.0
297,Royal Oasis ,Jankalyan Nagar Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,727.0,23383,20,2,2,170.0
298,Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,710.0,19718,14,2,2,140.0
299,Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,0 to 1 Year,Ready To Move,Carpet Area,930.0,34408,12,2,2,320.0
300,Unnamed Property,Ghatkopar East Garodia Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,575.0,23478,2,1,1,135.0
301,Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,4200.0,20238,7,5,5,850.0
302,Unnamed Property,Taloja Bypass Road C 905 Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734.0,7765,9,2,2,57.0
303,Unnamed Property,Jogeshwari East Mumbai,Jogeshwari Mumbai,10+ Year,Ready To Move,Built Up Area,565.0,20884,6,1,2,118.0
304,Unnamed Property,4th Floor Top Floor Plus Private Terrace Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1250.0,7360,4,2,2,92.0
305,Lodha Upper Thane ,A 1003 Anjurdive Mumbai Beyond Thane Mumbai,Anjurdive Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1485.0,12121,10,3,3,180.0
306,Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,1300.0,20384,12,3,3,260.0
307,Bombay Taximens CHS ,LBS Marg Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,700.0,17142,2,1,1,120.0
308,Unnamed Property,Mahim West Mumbai South West Mumbai,Mahim Mumbai,0 to 1 Year,Ready To Move,Carpet Area,650.0,51538,4,2,2,335.0
309,Lok Raunak ,501 Wing A1 Marol Mumbai,Marol Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400.0,14285,5,3,3,200.0
310,Unnamed Property,Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,450.0,14444,3,1,1,65.0
311,Unnamed Property,Two Dattanagar Mumbai Beyond Thane Mumbai,Dattanagar Mumbai,10+ Year,Ready To Move,Carpet Area,1180.0,11016,1,2,2,130.0
312,Unnamed Property,Lakeside Raheja Vihar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,702.0,21367,8,1,1,150.0
313,Hiranandani Torino ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,1450.0,45000,34,3,3,665.0
314,Kohinoor City Mumbai ,Phase 1 kurla west Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1600.0,31875,7,4,4,510.0
315,NG Complex ,Marol Mumbai,Marol Mumbai,10+ Year,Ready To Move,Super Built Up Area,640.0,16406,4,1,2,105.0
316,Unnamed Property,Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,950.0,29473,4,3,3,280.0
317,Unnamed Property,Sector 35e Flat No 305 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,965.0,8808,3,2,2,85.0
318,Shivam Paradise ,503 Nerul Navi Mumbai Mumbai,Nerul Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,850.0,15882,5,2,2,135.0
319,Amardeep Anutham ,D2004 Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,435.0,31034,20,1,2,135.0
320,Unnamed Property,Mogul Lane 16 Matunga West South Mumbai Mumbai,Matunga Mumbai,10+ Year,Ready To Move,Carpet Area,360.0,44444,4,1,2,160.0
321,Sri Prastha ,Sriprastha Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,900.0,7222,0,2,2,65.0
322,Unnamed Property,Sector 31 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1175.0,7063,2,2,2,83.0
323,JH Zojwalla Regency Park ,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,710.0,7887,3,1,2,56.0
