Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability
L and T Crescent Bay ," Parel, South Mumbai, Mumbai",3.3 Crore,"38,018",Super Built up area 1402(130.25 sq.m.)Built Up area: 1302 sq.ft. (120.96 sq.m.)Carpet area: 868 sq.ft. (80.64 sq.m.),2.0,2.0,20th  ,0 to 1 Year Old, Ready to move
Kalpataru Sunrise ,"1111, Balkum, Thane, Mumbai",1.4 Crore,"11,666",Super Built up area 1200(111.48 sq.m.)Built Up area: 1080 sq.ft. (100.34 sq.m.)Carpet area: 779 sq.ft. (72.37 sq.m.),2.0,2.0,25th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"3333, Kolshet Raod, Thane, Mumbai",75 Lac,"8,823",Super Built up area 850(78.97 sq.m.)Built Up area: 570 sq.ft. (52.95 sq.m.)Carpet area: 472 sq.ft. (43.85 sq.m.),1.0,2.0,23rd  ,1 to 5 Year Old, Ready to move
Siddhi Highland Gardens ,"1111, Dhokali, Thane, Mumbai",77 Lac,"10,845",Built Up area: 710 (65.96 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,3rd  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099,"2222, Thane West, Thane, Mumbai",1.8 Crore,"9,729",Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),4.0,3.0,20th  ,5 to 10 Year Old, Ready to move
Everest World Aspen ,"222, Thane West, Thane, Mumbai",1.15 Crore,"10,952",Super Built up area 1050(97.55 sq.m.)Built Up area: 952 sq.ft. (88.44 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Sheth Avalon ,"A-110, Laxmi Nagar, Thane, Mumbai",1.71 Crore,"13,163",Super Built up area 1299(120.68 sq.m.)Built Up area: 1220 sq.ft. (113.34 sq.m.)Carpet area: 769 sq.ft. (71.44 sq.m.),2.0,2.0,14th  ,0 to 1 Year Old, Ready to move Property
Omkar Alta Monte ," Malad East, Mumbai Andheri-Dahisar, Mumbai",2.4 Crore,"26,086",Carpet area: 920 (85.47 sq.m.),2.0,2.0,20th  ,1 to 5 Year Old, Ready to move Property
Ashar Sapphire And Galleria ,"1111, Thane West, Thane, Mumbai",2.3 Crore,"24,210",Super Built up area 1250(116.13 sq.m.)Built Up area: 1150 sq.ft. (106.84 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,3.0,26th  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099,"1111, Kolshet Road, Thane, Mumbai",1.75 Crore,"12,068",Super Built up area 1450(134.71 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),3.0,2.0,15th  ,1 to 5 Year Old, Ready to move
Lodha Luxuria ," Majiwada, Thane, Mumbai",1.35 Crore,"11,065",Super Built up area 1220(113.34 sq.m.)Built Up area: 1155 sq.ft. (107.3 sq.m.)Carpet area: 805 sq.ft. (74.79 sq.m.),2.0,2.0,22nd  ,5 to 10 Year Old, Ready to move Property
Veena Senterio ,"Chembur (East), Chembur East, Mumbai Harbour, Mumbai",1.16 Crore,"26,363",Carpet area: 440 (40.88 sq.m.),1.0,2.0,12nd  ,0 to 1 Year Old, Ready to move Property
Neelkanth Greens ,"2.5bhk Very Luxurious Property For Sell, Manpada, Thane, Mumbai",1.9 Crore,"14,615",Super Built up area 1300(120.77 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 850 sq.ft. (78.97 sq.m.),3.0,2.0,19th  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Powai, Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",3.4 Crore,"43,758",Carpet area: 777 (72.19 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"2bhk Very Spacious Flat Available For Sell Close Viviana Mall, khopat, Thane, Mumbai",1.3 Crore,"12,500",Super Built up area 1040(96.62 sq.m.)Built Up area: 1020 sq.ft. (94.76 sq.m.)Carpet area: 649 sq.ft. (60.29 sq.m.),2.0,2.0,9th  ,10+ Year Old, Ready to move Property
Monte South ,"Byculla, Byculla, Mumbai Harbour, Mumbai",5.65 Crore,"47,044",Carpet area: 1201 (111.58 sq.m.),3.0,3.0,18th  ,0 to 1 Year Old, Ready to move Property
Gala Pride Presidency Luxuria ," Kailash Nagar, Thane, Mumbai",84 Lac,"11,052",Super Built up area 760(70.61 sq.m.)Built Up area: 750 sq.ft. (69.68 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),1.0,1.0,18th  ,5 to 10 Year Old, Ready to move Property
Runwal Eirene ,"1bhk Very Spacious New Brand Property Available For Sell, Balkum, Thane, Mumbai",75 Lac,"11,278",Super Built up area 665(61.78 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 427 sq.ft. (39.67 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
Oberoi Exquisite ,"Oberoi Exquisite. Oberoi International School,nr. Oberoi Mall, Film City Rd,goregaon East,mum 400063, Goregaon East, Mumbai Andheri-Dahisar, Mumbai",5.22 Crore,"30,917",Super Built up area 1690(157.01 sq.m.)Built Up area: 1280 sq.ft. (118.92 sq.m.)Carpet area: 996 sq.ft. (92.53 sq.m.),3.0,3.0,7th  ,5 to 10 Year Old, Ready to move
Oberoi Splendor ,"Oberoi Splendor, Nr. Oberoi International School, Jvlr, Andheri East, Mumbai 400060, Jogeshwari East, Mumbai Andheri-Dahisar, Mumbai",3.33 Crore,"24,183",Super Built up area 1377(127.93 sq.m.)Built Up area: 987 sq.ft. (91.7 sq.m.)Carpet area: 864 sq.ft. (80.27 sq.m.),3.0,2.0,26th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Parel, South Mumbai, Mumbai",1.5 Crore,"36,585",Carpet area: 410 (38.09 sq.m.),1.0,2.0,9th  ,1 to 5 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 23 Ulwe, Navi Mumbai, Mumbai",57 Lac,"8,382",Carpet area: 680 (63.17 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Bhagwati Bellavista 2 ," Ulwe, Navi Mumbai, Mumbai",50 Lac,"7,246",Super Built up area 690(64.1 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move Property
Strawberry Sandstone ," Mira Road, Mira Road And Beyond, Mumbai",1.05 Crore,"8,898",Carpet area: 1180 (109.63 sq.m.),3.0,3.0,12nd  ,5 to 10 Year Old, Ready to move
Strawberry Sandstone ," Mira Road, Mira Road And Beyond, Mumbai",85 Lac,"13,076",Carpet area: 650 (60.39 sq.m.),2.0,2.0,7th  ,5 to 10 Year Old, Ready to move
Acme Ozone ," Manpada, Thane, Mumbai",1.21 Crore,"12,051",Built Up area: 1004 (93.27 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,17th  ,5 to 10 Year Old, Ready to move Property
Strawberry Sandstone ," Mira Road, Mira Road And Beyond, Mumbai",55 Lac,"8,661",Super Built up area 635(58.99 sq.m.),1.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 19 Ulwe, Navi Mumbai, Mumbai",80 Lac,"8,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 990 sq.ft. (91.97 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Lokhandwala Riviera Tower ," Lokhandwala Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.67 Crore,"16,700",Super Built up area 1000(92.9 sq.m.)Built Up area: 930 sq.ft. (86.4 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,20th  ,10+ Year Old, Ready to move Property
Acme Ozone ,"Near Khewara Circle, Manpada, Thane, Mumbai",1.3 Crore,"11,500",Super Built up area 1100(102.19 sq.m.)Built Up area: 1050 sq.ft. (97.55 sq.m.)Carpet area: 712 sq.ft. (66.15 sq.m.),2.0,2.0,23rd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Shirley Rajan Road, Bandra West, Mumbai South West, Mumbai",3 Crore,"50,000",Carpet area: 600 (55.74 sq.m.),1.0,2.0,1st  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Ghansoli, Navi Mumbai, Mumbai",1.25 Crore,"17,857",Carpet area: 700 (65.03 sq.m.),2.0,2.0,9th  ,1 to 5 Year Old, Ready to move Property
RNA NG Grand Plaza ," Ghansoli, Navi Mumbai, Mumbai",1.9 Crore,"13,314",Super Built up area 1427(132.57 sq.m.),2.0,2.0,24th  ,0 to 1 Year Old, Ready to move Property
Hiranandani Silver Link ,"Silverlink, Hiranandani Estate, Thane, Mumbai",92 Lac,"20,444",Carpet area: 450 (41.81 sq.m.),1.0,2.0,2nd  ,5 to 10 Year Old, Ready to move Property
JP North Celeste ,"123, Vinay Nagar, Mira Road And Beyond, Mumbai",65 Lac,"9,285",Super Built up area 700(65.03 sq.m.)Built Up area: 498 sq.ft. (46.27 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,2.0,2nd  ,1 to 5 Year Old, Ready to move
,,,,,,,,,
Nahar Lilium Lantana ," Andheri East, Mumbai Andheri-Dahisar, Mumbai",2.34 Crore,"18,720",Built Up area: 1250 (116.13 sq.m.)Carpet area: 880 sq.ft. (81.75 sq.m.),2.0,2.0,21st  ,5 to 10 Year Old, Ready to move
Paradigm EL Signora ," Oshiwara, Mumbai Andheri-Dahisar, Mumbai",2.22 Crore,"26,117",Super Built up area 850(78.97 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 729 sq.ft. (67.73 sq.m.),2.0,2.0,7th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Hiranandani Gardens Powai, Central Mumbai suburbs, Mumbai",11 Crore,"55,611",Carpet area: 1978 (183.76 sq.m.),4.0,3.0,5th  ,0 to 1 Year Old, Ready to move Property
Satyam Imperial Heights ," Ghansoli, Navi Mumbai, Mumbai",5.55 Crore,"23,125",Carpet area: 2400 (222.97 sq.m.),4.0,4.0,39th  ,1 to 5 Year Old, Ready to move
White City ," Kandivali East, Mumbai Andheri-Dahisar, Mumbai",1.2 Crore,"26,086",Carpet area: 460 (42.74 sq.m.),1.0,2.0,9th  ,0 to 1 Year Old, Ready to move
Lodha Fiorenza ," Goregaon East, Mumbai Andheri-Dahisar, Mumbai",3.8 Crore,"3,170",Carpet area: 11986 (1113.54 sq.m.),3.0,3.0,22nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sector 36 Seawoods, Navi Mumbai, Mumbai",70 Lac,"12,389",Built Up area: 565 (52.49 sq.m.)Carpet area: 375 sq.ft. (34.84 sq.m.),1.0,1.0,1st  ,5 to 10 Year Old, Ready to move
Bhakti Aura ," Ulwe, Navi Mumbai, Mumbai",60 Lac,"8,955",Built Up area: 670 (62.25 sq.m.),1.0,1.0,5th  ,0 to 1 Year Old, Ready to move
Satelite Royal ," Goregaon East, Mumbai Andheri-Dahisar, Mumbai",2.15 Crore,"20,476",Super Built up area 1050(97.55 sq.m.),2.0,2.0,15th  ,5 to 10 Year Old, Ready to move
JP Decks ," Goregaon East, Mumbai Andheri-Dahisar, Mumbai",2.05 Crore,"15,891",Super Built up area 1290(119.84 sq.m.)Carpet area: 782 sq.ft. (72.65 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
Om Sai Riddhi Siddhi Regency ,"Sector 22 Kamothe, Sector 22 Kamothe, Navi Mumbai, Mumbai",85 Lac,"8,500",Built Up area: 1000 (92.9 sq.m.),2.0,2.0,3rd  ,5 to 10 Year Old, Ready to move Property
Toll Free 1800 41 99099,"1402, Thane West, Thane, Mumbai",3 Crore,"20,134",Carpet area: 1490 (138.43 sq.m.),3.0,3.0,14th  ,0 to 1 Year Old, Ready to move Property
Godrej Emerald ," Ghodbunder Road, Thane, Mumbai",1.2 Crore,"15,789",Carpet area: 760 (70.61 sq.m.),2.0,2.0,10th  ,0 to 1 Year Old, Ready to move
One Hiranandani Park ,"Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",1.55 Crore,"27,728",Carpet area: 559 (51.93 sq.m.),2.0,2.0,12nd  ,1 to 5 Year Old, Ready to move Property
Godrej Emerald ," Ghodbunder Road, Thane, Mumbai",83 Lac,"14,821",Carpet area: 560 (52.03 sq.m.),2.0,2.0,21st  ,0 to 1 Year Old, Ready to move
Puraniks Aarambh ," Kasar vadavali, Thane, Mumbai",73 Lac,"12,166",Carpet area: 600 (55.74 sq.m.),2.0,2.0,11st  ,0 to 1 Year Old, Ready to move
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",60 Lac,"13,544",Carpet area: 443 (41.16 sq.m.),1.0,2.0,15th  ,0 to 1 Year Old, Ready to move
Bhakti Park ," Sai Nagar, Thane, Mumbai",55 Lac,"8,527",Super Built up area 645(59.92 sq.m.)Built Up area: 600 sq.ft. (55.74 sq.m.)Carpet area: 430 sq.ft. (39.95 sq.m.),1.0,1.0,2nd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099,"2202, Thane West, Thane, Mumbai",3.1 Crore,"20,805",Carpet area: 1490 (138.43 sq.m.),3.0,3.0,22nd  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099," Thane West, Thane, Mumbai",2.5 Crore,"18,656",Carpet area: 1340 (124.49 sq.m.),3.0,3.0,10th  ,0 to 1 Year Old, Ready to move Property
Aashapura Crown City ,"403, Kalyan West, Mumbai Beyond Thane, Mumbai",60 Lac,"6,864",Super Built up area 874(81.2 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move Property
Godrej Hill ,"201, Kalyan West, Mumbai Beyond Thane, Mumbai",33.5 Lac,"5,726",Super Built up area 585(54.35 sq.m.)Carpet area: 390 sq.ft. (36.23 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move Property
Raunak City 2 ,"201, Kalyan West, Mumbai Beyond Thane, Mumbai",60 Lac,"6,000",Super Built up area 1000(92.9 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,2nd  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"404, Adharwadi, Mumbai Beyond Thane, Mumbai",81 Lac,"11,095",Carpet area: 730 (67.82 sq.m.),2.0,2.0,4th  ,1 to 5 Year Old, Ready to move Property
Triveni Majesta ,"203, Kalyan West, Mumbai Beyond Thane, Mumbai",1.28 Crore,"10,240",Built Up area: 1250 (116.13 sq.m.)Carpet area: 875 sq.ft. (81.29 sq.m.),2.0,2.0,5th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"403, Wayle Nagar, Mumbai Beyond Thane, Mumbai",47 Lac,"10,444",Carpet area: 450 (41.81 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move Property
Laxmi Om Tanishq Residency ,"101, Adharwadi, Mumbai Beyond Thane, Mumbai",35.1 Lac,"5,200",Built Up area: 675 (62.71 sq.m.)Carpet area: 475 sq.ft. (44.13 sq.m.),1.0,1.0,1st  ,0 to 1 Year Old, Ready to move Property
Laxmi Om Tanishq Residency ,"102, Adharwadi, Mumbai Beyond Thane, Mumbai",55.12 Lac,"5,200",Built Up area: 1060 (98.48 sq.m.)Carpet area: 718 sq.ft. (66.7 sq.m.),2.0,2.0,1st  ,0 to 1 Year Old, Ready to move Property
Peninsula Celestia Spaces ," Parel, South Mumbai, Mumbai",4.85 Crore,"39,334",Carpet area: 1233 (114.55 sq.m.),3.0,3.0,16th  ,0 to 1 Year Old, Ready to move
Peninsula Celestia Spaces ," Parel, South Mumbai, Mumbai",3.8 Crore,"43,879",Carpet area: 866 (80.45 sq.m.),2.0,2.0,32nd  ,0 to 1 Year Old, Ready to move
Dweepmala Baline Dwellings ," Sector 18 Ulwe, Navi Mumbai, Mumbai",51 Lac,"11,086",Super Built up area 770(71.54 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 460 sq.ft. (42.74 sq.m.),1.0,2.0,2nd  ,0 to 1 Year Old, Ready to move
Platinum Palacio ," Sector 23 Ulwe, Navi Mumbai, Mumbai",54 Lac,"8,307",Super Built up area 665(61.78 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,5th  ,1 to 5 Year Old, Ready to move
Paradise Sai Sapphire ," Sector 20 Ulwe, Navi Mumbai, Mumbai",85 Lac,"7,727",Super Built up area 1120(104.05 sq.m.)Built Up area: 1100 sq.ft. (102.19 sq.m.)Carpet area: 780 sq.ft. (72.46 sq.m.),2.0,2.0,5th  ,5 to 10 Year Old, Ready to move
Mahaavir Heights ,"Sector 17 Roadpali Navi Mumbai, Roadpali, Navi Mumbai, Mumbai",58 Lac,"8,592",Super Built up area 675(62.71 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),1.0,1.0,14th  ,5 to 10 Year Old, Ready to move
Vaishnavi Bhawan ,"Ghodbunder Road, Owale, Thane, Mumbai",44 Lac,"9,713",Carpet area: 453 (42.09 sq.m.),1.0,1.0,3rd  ,5 to 10 Year Old, Ready to move
Lodha Kiara ," Worli, South Mumbai, Mumbai",10 Crore,"58,788",Carpet area: 1701 (158.03 sq.m.),4.0,5.0,11st  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Belapur, Navi Mumbai, Mumbai",2.5 Crore,"11,363",Super Built up area 2200(204.39 sq.m.),4.0,4.0,11st  ,5 to 10 Year Old, Ready to move
Lodha The Park ," Worli, South Mumbai, Mumbai",7.3 Crore,"60,000",Super Built up area 1450(134.71 sq.m.)Carpet area: 1197 sq.ft. (111.2 sq.m.),3.0,4.0,59  ,1 to 5 Year Old, Ready to move Property
Sai Satyam Residency ," Kalyan West, Mumbai Beyond Thane, Mumbai",38 Lac,"5,671",Built Up area: 670 (62.25 sq.m.)Carpet area: 480 sq.ft. (44.59 sq.m.),1.0,2.0,5th  ,5 to 10 Year Old, Ready to move Property
Triveni Ultima Bliss ," Kalyan West, Mumbai Beyond Thane, Mumbai",1.2 Crore,"7,766",Built Up area: 1545 (143.54 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3.0,4.0,18th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"804, Chikhal Dongari, Mira Road And Beyond, Mumbai",28.5 Lac,"4,384",Super Built up area 650(60.39 sq.m.),1.0,2.0,10th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Mazgaon, Mumbai Harbour, Mumbai",1.6 Crore,"37,647",Carpet area: 425 (39.48 sq.m.),1.0,2.0,6th  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Sector 20 Airoli, Navi Mumbai, Mumbai",60 Lac,"10,909",Built Up area: 550 (51.1 sq.m.),1.0,1.0,2nd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Sector 20 Airoli, Navi Mumbai, Mumbai",78 Lac,"12,480",Built Up area: 625 (58.06 sq.m.),1.0,1.0,3rd  ,10+ Year Old, Ready to move
Toll Free 1800 41 99099," Mazgaon, Mumbai Harbour, Mumbai",1.65 Crore,"41,250",Carpet area: 400 (37.16 sq.m.),1.0,1.0,5th  ,10+ Year Old, Ready to move
Aristo Pearl Residency ," Prabhadevi, South Mumbai, Mumbai",5.2 Crore,"34,437",Super Built up area 1510(140.28 sq.m.)Carpet area: 910 sq.ft. (84.54 sq.m.),2.0,2.0,5th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"Panchpakhadi Thane West, Thane West, Thane, Mumbai",1.25 Crore,"17,857",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 513 sq.ft. (47.66 sq.m.),1.0,2.0,1st  ,0 to 1 Year Old, Ready to move
Space India Vishesh Homes ,"111, Kamothe, Navi Mumbai, Mumbai",48.5 Lac,"7,578",Super Built up area 640(59.46 sq.m.)Built Up area: 512 sq.ft. (47.57 sq.m.)Carpet area: 409 sq.ft. (38 sq.m.),1.0,1.0,4th  ,5 to 10 Year Old, Ready to move
Hiranandani Rodas Enclave ,"Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",3.3 Crore,"24,408",Carpet area: 1352 (125.6 sq.m.),3.0,3.0,15th  ,1 to 5 Year Old, Ready to move Property
Reliable Balaji Shrishti ," Kalamboli, Navi Mumbai, Mumbai",84 Lac,"7,706",Super Built up area 1090(101.26 sq.m.)Carpet area: 710 sq.ft. (65.96 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move Property
Ronak Residency ," Roadpali, Navi Mumbai, Mumbai",70 Lac,"7,113",Super Built up area 984(91.42 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move Property
Shree Shivankar CHS ," Matunga, South Mumbai, Mumbai",5.5 Crore,"53,398",Carpet area: 1030 (95.69 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move
Raunak City 2 ,"1405, Kalyan West, Mumbai Beyond Thane, Mumbai",36.5 Lac,"6,013",Super Built up area 607(56.39 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,1.0,14th  ,1 to 5 Year Old, Ready to move Property
Haware Green Park ,"111, Sector 22 Kamothe, Navi Mumbai, Mumbai",55 Lac,"5,612",Super Built up area 980(91.04 sq.m.)Built Up area: 784 sq.ft. (72.84 sq.m.)Carpet area: 627 sq.ft. (58.25 sq.m.),2.0,2.0,Ground,5 to 10 Year Old, Ready to move
Hiranandani Eagleridge ,"Hiranandani Estate, Hiranandani Estate, Thane, Mumbai",3.09 Crore,"28,270",Carpet area: 1093 (101.54 sq.m.),3.0,3.0,23rd  ,0 to 1 Year Old, Ready to move Property
Infinity Avenue ,"Sector 8 Ulwe Navi Mumbai 410206, Ulwe, Navi Mumbai, Mumbai",70 Lac,"7,000",Super Built up area 1000(92.9 sq.m.)Built Up area: 800 sq.ft. (74.32 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2.0,2.0,1st  ,1 to 5 Year Old, Ready to move Property
Progressives Meera Aangan ,"Ulwe, Sector 2 Ulwe, Navi Mumbai, Mumbai",1.75 Crore,"10,294",Super Built up area 1700(157.94 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,7th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099,"101, Kamothe, Navi Mumbai, Mumbai",70.1 Lac,"6,676",Super Built up area 1050(97.55 sq.m.)Built Up area: 840 sq.ft. (78.04 sq.m.)Carpet area: 680 sq.ft. (63.17 sq.m.),2.0,2.0,4th  ,5 to 10 Year Old, Ready to move
Runwal Forests ,"3003, Kanjur marg west, Central Mumbai suburbs, Mumbai",1.95 Crore,"18,139",Super Built up area 1075(99.87 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 753 sq.ft. (69.96 sq.m.),2.0,2.0,32nd  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ,"2601, Kanjur marg west, Central Mumbai suburbs, Mumbai",1.22 Crore,"18,154",Super Built up area 672(62.43 sq.m.)Built Up area: 555 sq.ft. (51.56 sq.m.)Carpet area: 471 sq.ft. (43.76 sq.m.),2.0,2.0,26th  ,0 to 1 Year Old, Ready to move Property
Runwal Forests ," Kanjur marg west, Central Mumbai suburbs, Mumbai",1.65 Crore,"17,478",Super Built up area 944(87.7 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 661 sq.ft. (61.41 sq.m.),2.0,2.0,16th  ,0 to 1 Year Old, Ready to move Property
Toll Free 1800 41 99099,"111, Sector 21 Kamothe, Navi Mumbai, Mumbai",89.8 Lac,"7,808",Super Built up area 1150(106.84 sq.m.)Built Up area: 920 sq.ft. (85.47 sq.m.)Carpet area: 736 sq.ft. (68.38 sq.m.),2.0,2.0,11st  ,5 to 10 Year Old, Ready to move
Gurukrupa Aramus Complex ,"010, Ulwe, Navi Mumbai, Mumbai",59 Lac,"8,575",Super Built up area 688(63.92 sq.m.)Built Up area: 660 sq.ft. (61.32 sq.m.)Carpet area: 415 sq.ft. (38.55 sq.m.),1.0,1.0,10th  ,1 to 5 Year Old, Ready to move Property
Satyam Majestic ,"013, Ulwe, Navi Mumbai, Mumbai",1.3 Crore,"8,387",Super Built up area 1550(144 sq.m.)Built Up area: 1180 sq.ft. (109.63 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3.0,3.0,13rd  ,1 to 5 Year Old, Ready to move Property
L and T Crescent Bay ," Parel, South Mumbai, Mumbai",12 Crore,"50,000",Carpet area: 2400 (222.97 sq.m.),4.0,4.0,6th  ,1 to 5 Year Old, Ready to move
Avicon Levante ,"013, Sector 17 Ulwe, Navi Mumbai, Mumbai",60 Lac,"8,571",Super Built up area 700(65.03 sq.m.)Built Up area: 650 sq.ft. (60.39 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,8th  ,0 to 1 Year Old, Ready to move Property
Yash Heights ," Ulwe, Navi Mumbai, Mumbai",90 Lac,"11,984",Carpet area: 751 (69.77 sq.m.),2.0,2.0,6th  ,1 to 5 Year Old, Ready to move Property
Toll Free 1800 41 99099," Sector 9 Ulwe, Navi Mumbai, Mumbai",1.04 Crore,"9,629",Super Built up area 1080(100.34 sq.m.)Carpet area: 700 sq.ft. (65.03 sq.m.),2.0,2.0,8th  ,1 to 5 Year Old, Ready to move
JHV Hira Laxmi Heights ,"Ulwe, Ulwe, Navi Mumbai, Mumbai",96 Lac,"9,917",Super Built up area 968(89.93 sq.m.)Built Up area: 774 sq.ft. (71.91 sq.m.)Carpet area: 629 sq.ft. (58.44 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move Property
JHV Hira Laxmi Heights ,"Ulwe, Ulwe, Navi Mumbai, Mumbai",95 Lac,"8,920",Super Built up area 1065(98.94 sq.m.)Built Up area: 852 sq.ft. (79.15 sq.m.)Carpet area: 692 sq.ft. (64.29 sq.m.),2.0,2.0,13rd  ,1 to 5 Year Old, Ready to move Property
Neelkanth Heights ," Ghansoli, Navi Mumbai, Mumbai",2.1 Crore,"13,249",Super Built up area 1585(147.25 sq.m.)Carpet area: 950 sq.ft. (88.26 sq.m.),3.0,3.0,17th  ,1 to 5 Year Old, Ready to move
B and M Atlantis ," Ghansoli, Navi Mumbai, Mumbai",1.65 Crore,"23,571",Carpet area: 700 (65.03 sq.m.),2.0,2.0,11st  ,1 to 5 Year Old, Ready to move
Pradeep Aakashi Nidhi CHS ,"Ramdev Park, Mira Road, Mira Road And Beyond, Mumbai",63 Lac,"10,769",Super Built up area 585(54.35 sq.m.)Carpet area: 400 sq.ft. (37.16 sq.m.),1.0,2.0,3rd  ,10+ Year Old, Ready to move
Shanti Green Palms ," Sector 15 Ghansoli, Navi Mumbai, Mumbai",1.6 Crore,"14,035",Super Built up area 1140(105.91 sq.m.)Built Up area: 950 sq.ft. (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2.0,2.0,13rd  ,5 to 10 Year Old, Ready to move
Toll Free 1800 41 99099," Kanakia Park, Mira Road And Beyond, Mumbai",80 Lac,"11,851",Carpet area: 675 (62.71 sq.m.),2.0,2.0,2nd  ,5 to 10 Year Old, Ready to move
