Property_Name,Location,Price,Rate_SqFt,Area_Tpye,Bedroom,Bathroom,Floor_No,Property_Age,Availability,Area_SqFt,Region,Price_Lakh
Lodha Regency ,Y401 Dombivli East Thane Mumbai,58 Lac,7878,Built Up Area,2,2,4,5 to 10 Year,Ready To Move,835,Dombivli Thane,58.0
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,53 Lac,7162,Built Up Area,2,2,1,10+ Year,Ready To Move,740,Dombivli Thane,53.0
Unnamed Property,New Panvel Navi Mumbai Mumbai,30 Lac,5555,Super Built Up Area,1,1,4,1 to 5 Year,Ready To Move,540,Panvel Navi-Mumbai,30.0
Lodha Eternis ,Andheri East Mumbai,2.65 Crore,31030,Carpet Area,2,2,5,1 to 5 Year,Ready To Move,854,Andheri Mumbai,265.0
Gitanjali Tatva ,Borivali East Mumbai,2.75 Crore,20370,Super Built Up Area,3,2,14,0 to 1 Year,Ready To Move,1350,Borivali Mumbai,275.0
Kohinoor Majestic ,Kalyan West Mumbai Beyond Thane Mumbai,50 Lac,6896,Built Up Area,1,2,15,Within 3 months,Under Construction,725,Mumbai Thane,50.0
MM Spectra ,1506 Chembur East Mumbai Harbour Mumbai,1.8 Crore,12032,Super Built Up Area,2,2,15,1 to 5 Year,Ready To Move,1496,Mumbai Harbour,180.0
Unnamed Property,Kopar Mumbai Beyond Thane Mumbai,1.18 Crore,15733,Carpet Area,2,2,4,5 to 10 Year,Ready To Move,676,Mumbai Thane,118.0
Pam Vasant ,Virar East Mira Road And Beyond Mumbai,80 Lac,8056,Built Up Area,2,2,4,5 to 10 Year,Ready To Move,1055,Mira Road,80.0
Unnamed Property,Byculla East Mumbai Harbour Mumbai,2.7 Crore,33750,Super Built Up Area,2,2,1,5 to 10 Year,Ready To Move,800,Mumbai Harbour,270.0
Asmitha Jyothi CHS ,Malad West Mumbai,78 Lac,12560,Super Built Up Area,1,2,6,10+ Year,Ready To Move,621,Malad Mumbai,78.0
Unnamed Property,Naupada Thane Mumbai,1 Crore,15384,Built Up Area,1,1,9,10+ Year,Ready To Move,650,Naupada Thane,100.0
Unnamed Property,Vile Parle East Mumbai South West Mumbai,4.25 Crore,43234,Super Built Up Area,3,3,10,1 to 5 Year,Ready To Move,1327,Parle Mumbai,425.0
Unnamed Property,102 g Mulund West Central Mumbai suburbs Mumbai,1.55 Crore,21892,Carpet Area,2,2,1,10+ Year,Ready To Move,708,Central Mumbai,155.0
Unnamed Property,Parsik Nagar Flat No 103 First Floor Kalwa Mumbai Beyond Thane Mumbai,80 Lac,12403,Built Up Area,1,2,1,5 to 10 Year,Ready To Move,645,Mumbai Thane,80.0
Unnamed Property,C 701 Neelam Nagar Central Mumbai suburbs Mumbai,2.25 Crore,36466,Carpet Area,2,2,7,10+ Year,Ready To Move,617,Central Mumbai,225.0
Unnamed Property,D 604 Mogra Village Andheri East Mumbai,1.7 Crore,28239,Carpet Area,2,2,6,10+ Year,Ready To Move,602,Village Andheri,170.0
Unnamed Property,429 V P Road Flat No 8 9 Andheri West Mumbai,2.65 Crore,23913,Carpet Area,4,3,3,10+ Year,Ready To Move,1150,No Andheri,265.0
Unnamed Property,Thane West Thane Mumbai,1.25 Crore,19230,Carpet Area,2,2,2,10+ Year,Ready To Move,650,Thane Thane,125.0
Unnamed Property,Ho No 8 Sanman Singh Road Bhandup West Bhandup West Central Mumbai suburbs Mumbai,32 Lac,8000,Plot Area,2,2,2,10+ Year,Ready To Move,400,Central Mumbai,32.0
Aishwarya Avant Heritage 1 and 2 ,1205 JVLR Mumbai,1.2 Crore,30769,Carpet Area,1,2,12,0 to 1 Year,Ready To Move,390,Jvlr Mumbai,120.0
Heena Presidency ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,59.5 Lac,8500,Super Built Up Area,1,2,6,1 to 5 Year,Ready To Move,700,Mira Road,59.5
Unnamed Property,203 Virar East Mira Road And Beyond Mumbai,55 Lac,6875,Carpet Area,2,2,2,5 to 10 Year,Ready To Move,800,Mira Road,55.0
Unnamed Property,Wada Mumbai Beyond Thane Mumbai,55 Lac,2291,Plot Area,3,2,1,5 to 10 Year,Ready To Move,2400,Mumbai Thane,55.0
Unnamed Property,S V Road Jawahar Nagar Mumbai,2.8 Crore,19622,Built Up Area,3,3,13,1 to 5 Year,Ready To Move,1376,Jawahar Nagar,280.0
Unnamed Property,Casa Bella Suprema Dombivli East Thane Mumbai,59.5 Lac,10170,Carpet Area,2,2,4,5 to 10 Year,Ready To Move,585,Dombivli Thane,59.5
Unnamed Property,Flat No 210 Plot No 15 Sector 21 Ulwe Navi Mumbai Mumbai,51 Lac,7968,Built Up Area,1,1,2,1 to 5 Year,Ready To Move,640,Ulwe Navi-Mumbai,51.0
Unnamed Property,Panvel Navi Mumbai Mumbai,49 Lac,6486,Plot Area,2,2,2,10+ Year,Ready To Move,740,Panvel Navi-Mumbai,49.0
Unnamed Property,Kasar vadavali Thane Mumbai,55 Lac,14550,Carpet Area,1,1,6,0 to 1 Year,Ready To Move,378,Vadavali Thane,55.0
Gundecha Asta ,Sakinaka Mumbai,1.08 Crore,26932,Carpet Area,1,1,11,1 to 5 Year,Ready To Move,401,Sakinaka Mumbai,108.0
Kabra Galaxy Star CHS ,Brahmand Thane Mumbai,1.1 Crore,10280,Super Built Up Area,2,2,6,5 to 10 Year,Ready To Move,1070,Brahmand Thane,110.0
Unnamed Property,Flat 301 Plot 356a Sector 31 Vashi Navi Mumbai Mumbai,55 Lac,8800,Super Built Up Area,1,1,3,5 to 10 Year,Ready To Move,625,Vashi Navi-Mumbai,55.0
Unnamed Property,136 Sector 2 Ulwe Navi Mumbai Mumbai,71 Lac,8160,Carpet Area,2,2,4,1 to 5 Year,Ready To Move,870,Ulwe Navi-Mumbai,71.0
Unnamed Property,Dr Din Dayal Road Mumbai Beyond Thane Dombivli West Thane Mumbai,23.5 Lac,6351,Built Up Area,1,1,4,10+ Year,Ready To Move,370,Dombivli Thane,23.5
JP Harmony ,Bhd Reliance Residency Near Shiv Mandir Ambernath Mumbai Beyond Thane Mumbai,36 Lac,3517,Built Up Area,2,2,5,0 to 1 Year,Ready To Move,995,Mumbai Thane,36.0
Horizon Homes ,1003 Liberty Garden Mumbai,1.85 Crore,29505,Carpet Area,2,2,1,0 to 1 Year,Ready To Move,627,Liberty Garden,185.0
Unnamed Property,Tembhipada Central Mumbai suburbs Mumbai,56 Lac,18666,Carpet Area,1,1,14,1 to 5 Year,Ready To Move,300,Central Mumbai,56.0
Unnamed Property,Kandivali East Mumbai,89 Lac,15752,Built Up Area,1,1,5,5 to 10 Year,Ready To Move,565,Kandivali Mumbai,89.0
Unity Apartment ,Damodar Park Ghatkopar West Central Mumbai suburbs Mumbai,49 Lac,10187,Super Built Up Area,1,1,3,10+ Year,Ready To Move,481,Central Mumbai,49.0
Landmark Jawahar Milan CHS ,Malad East Mumbai,1.93 Crore,24275,Carpet Area,3,3,3,0 to 1 Year,Ready To Move,793,Malad Mumbai,193.0
Vinay Unique Gardens ,E 801 Virar West Mira Road And Beyond Mumbai,33.5 Lac,4954,Built Up Area,1,2,8,1 to 5 Year,Ready To Move,670,Mira Road,33.5
Unnamed Property,New Panvel New Panvel Navi Mumbai Mumbai,68 Lac,8484,Super Built Up Area,1,1,2,10+ Year,Ready To Move,825,Panvel Navi-Mumbai,68.0
Unnamed Property,Khar West Khar West Mumbai South West Mumbai,1.25 Crore,19230,Built Up Area,1,1,4,10+ Year,Ready To Move,650,Khar Mumbai,125.0
Sagar Mahal ,Opposite Gopi Birla School And Sheetal Baug Walkeshwar South Mumbai Mumbai,16.5 Crore,67350,Built Up Area,4,5,9,10+ Year,Ready To Move,2450,Walkeshwar Mumbai,1650.0
Bharat Shiv Sai Paradise ,C1201 Majiwada Thane Mumbai,82 Lac,13268,Super Built Up Area,1,1,12,5 to 10 Year,Ready To Move,618,Majiwada Thane,82.0
Unnamed Property,Shivaji Nagar Shivaji Nagar Thane Mumbai,18 Lac,9230,Carpet Area,1,1,2,10+ Year,Ready To Move,195,Nagar Thane,18.0
SRK Solitaire ,Sector 18 Kharghar Navi Mumbai Mumbai,2.15 Crore,17551,Built Up Area,3,3,6,5 to 10 Year,Ready To Move,1750,Kharghar Navi-Mumbai,215.0
AO Realty Bianca ,Flat No 1001 Andheri East Mumbai,2.9 Crore,28712,Carpet Area,3,3,10,5 to 10 Year,Ready To Move,1010,No Andheri,290.0
Unnamed Property,Andheri East Mumbai,3.25 Crore,29545,Carpet Area,3,3,5,10+ Year,Ready To Move,1100,Andheri Mumbai,325.0
Virat Green Avenue ,Shilphata Navi Mumbai Mumbai,67 Lac,9279,Carpet Area,2,2,2,1 to 5 Year,Ready To Move,722,Shilphata Navi-Mumbai,67.0
Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,53 Lac,7310,Built Up Area,1,1,4,1 to 5 Year,Ready To Move,725,Mumbai Thane,53.0
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,70 Lac,10401,Carpet Area,2,2,8,1 to 5 Year,Ready To Move,673,Dombivli Thane,70.0
Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,2.25 Crore,20361,Built Up Area,2,2,2,10+ Year,Ready To Move,1105,Central Mumbai,225.0
SRP Krish Residency ,Panvel Navi Mumbai Mumbai,33 Lac,7674,Carpet Area,1,1,3,5 to 10 Year,Ready To Move,430,Panvel Navi-Mumbai,33.0
Unnamed Property,Kanjur Marg West LBS Marg Central Mumbai suburbs Mumbai,2.3 Crore,23421,Carpet Area,3,3,10,10+ Year,Ready To Move,982,Central Mumbai,230.0
Vissanji Park ,9 a Lokmanya Tilak Colony South Mumbai Mumbai,3.5 Crore,45161,Carpet Area,1,1,3,10+ Year,Ready To Move,775,Colony Mumbai,350.0
Kanakia Rainforest ,Marol Mumbai,1.7 Crore,391705,Carpet Area,1,2,2,1 to 5 Year,Ready To Move,43.4,Marol Mumbai,170.0
Unnamed Property,501 Grant Road East South Mumbai Mumbai,2.5 Crore,26548,Carpet Area,2,2,5,5 to 10 Year,Ready To Move,1017,Road Mumbai,250.0
Lodha Palava City ,F 6 Dombivli East Thane Mumbai,23 Lac,7540,Carpet Area,1,1,0,0 to 1 Year,Ready To Move,305,Dombivli Thane,23.0
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,84 Lac,14358,Super Built Up Area,1,1,2,10+ Year,Ready To Move,585,Nerul Navi-Mumbai,84.0
Lodha Palava City ,Dombivli East Thane Mumbai,60 Lac,8298,Carpet Area,2,2,6,5 to 10 Year,Ready To Move,723,Dombivli Thane,60.0
Shree Chamunda Dham ,301 Sector 19 Ulwe Navi Mumbai Mumbai,77.5 Lac,9687,Carpet Area,2,2,3,5 to 10 Year,Ready To Move,800,Ulwe Navi-Mumbai,77.5
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,99 Lac,8215,Built Up Area,3,3,4,10+ Year,Ready To Move,1205,Dombivli Thane,99.0
Silver Crest CHS ,Raheja Vihar Central Mumbai suburbs Mumbai,1.9 Crore,19000,Built Up Area,2,2,3,10+ Year,Ready To Move,1000,Central Mumbai,190.0
Samartha Aangan ,Lokhandwala Andheri West Mumbai,5.1 Crore,32903,Super Built Up Area,3,3,18,10+ Year,Ready To Move,1550,Lokhandwala Andheri,510.0
Jewel Arista ,Badlapur W Sonivali Mumbai Beyond Thane Mumbai,25 Lac,3650,Super Built Up Area,1,1,4,0 to 1 Year,Ready To Move,685,Mumbai Thane,25.0
Unnamed Property,Dheeraj Jamuna Chs Chincholi Bunder Road MaladWest Chincholi Bunder Road Mumbai,1.1 Crore,17544,Built Up Area,1,2,14,10+ Year,Ready To Move,570,Bunder Road,110.0
Unnamed Property,Borivali East Mumbai,2.99 Crore,23000,Super Built Up Area,3,3,1,10+ Year,Ready To Move,1300,Borivali Mumbai,299.0
Unnamed Property,Malad East Mumbai,80 Lac,18348,Carpet Area,1,2,7,10+ Year,Ready To Move,436,Malad Mumbai,80.0
Gopala Apartment ,101 Vashi Navi Mumbai Mumbai,1.6 Crore,10322,Carpet Area,2,2,0,10+ Year,Ready To Move,1550,Vashi Navi-Mumbai,160.0
Cosmos Springs Angel ,Owale Thane Mumbai,1.65 Crore,11785,Built Up Area,3,3,20,5 to 10 Year,Ready To Move,1400,Owale Thane,165.0
Godrej Sky Garden ,Panvel Navi Mumbai Mumbai,75 Lac,13157,Carpet Area,2,2,6,10+ Year,Ready To Move,570,Panvel Navi-Mumbai,75.0
Unnamed Property,Chembur Mumbai Maharashtra India Chembur Mumbai Harbour Mumbai,2.95 Crore,52584,Carpet Area,2,2,2,undefined,Ready To Move,561,Mumbai Harbour,295.0
Unnamed Property,Thane West Thane Mumbai,1.95 Crore,15427,Built Up Area,3,3,1,10+ Year,Ready To Move,1264,Thane Thane,195.0
Unnamed Property,Prabhadevi South Mumbai Mumbai,7.5 Crore,62189,Built Up Area,3,4,6,10+ Year,Ready To Move,1206,Prabhadevi Mumbai,750.0
Panchali Apartment ,Panchali Apartment Sector 12 Vashi Navi Mumbai Mumbai,2.8 Crore,16279,Super Built Up Area,3,4,1,10+ Year,Ready To Move,1720,Vashi Navi-Mumbai,280.0
Unnamed Property,Lokhandwala Andheri West Mumbai,2.27 Crore,27906,Super Built Up Area,2,2,5,10+ Year,Ready To Move,860,Lokhandwala Andheri,227.0
Unnamed Property,O 13 Sector 9 Belapur Navi Mumbai Mumbai,1.75 Crore,8750,Plot Area,3,2,2,10+ Year,Ready To Move,2000,Belapur Navi-Mumbai,175.0
Unnamed Property,004 a Nalasopara West Mira Road And Beyond Mumbai,24 Lac,6575,Carpet Area,1,1,0,10+ Year,Ready To Move,365,Mira Road,24.0
Unnamed Property,B Wing Rathodi Marve Road Mumbai,1.5 Crore,18750,Carpet Area,2,2,7,5 to 10 Year,Ready To Move,800,Marve Road,150.0
Squarefeet Grand Square ,4th Floor Anand Nagar Thane Mumbai,58 Lac,14180,Carpet Area,1,2,4,10+ Year,Ready To Move,409,Nagar Thane,58.0
Sai Darshan Apartment ,Ghatkopar West Central Mumbai suburbs Mumbai,1.25 Crore,23277,Built Up Area,1,1,5,10+ Year,Ready To Move,537,Central Mumbai,125.0
Lodha Palava City ,F504 casario Gold exotica Kalyanshil Road Dombivli East Thane Mumbai,96 Lac,10000,Carpet Area,2,2,5,5 to 10 Year,Ready To Move,960,Dombivli Thane,96.0
Dharma Sadan ,Flat No 201 Dharma Sadan Sec 19 Plot 87 Behind Reliance Fresh Kharghar Kharghar Navi Mumbai Mumbai,1.2 Crore,17452,Built Up Area,3,3,2,5 to 10 Year,Ready To Move,687.6,Kharghar Navi-Mumbai,120.0
Vasudev Sky High ,102 Building No 4 Mira Road East Mira Road And Beyond Mumbai,88 Lac,9166,Carpet Area,2,2,1,0 to 1 Year,Ready To Move,960,Mira Road,88.0
Unnamed Property,Plot 26 Panvel Matheran Road Sector 12 New Panvel Navi Mumbai Mumbai,95 Lac,8016,Built Up Area,3,2,2,10+ Year,Ready To Move,1185,Panvel Navi-Mumbai,95.0
Wadhwa Viceroy Park ,A1401 Dahisar West Mumbai,2.75 Crore,18211,Carpet Area,3,3,14,1 to 5 Year,Ready To Move,1510,A Dahisar,275.0
Unnamed Property,Sector 13 Kharghar Navi Mumbai Mumbai,57 Lac,12391,Carpet Area,1,1,4,5 to 10 Year,Ready To Move,460,Kharghar Navi-Mumbai,57.0
Vihang Hills ,Owale Owale Thane Mumbai,87 Lac,15676,Carpet Area,2,2,9,5 to 10 Year,Ready To Move,555,Owale Thane,87.0
Unnamed Property,Shirdon Navi Mumbai Mumbai,65 Lac,2166,Plot Area,2,2,1,10+ Year,Ready To Move,3000,Shirdon Navi-Mumbai,65.0
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,90 Lac,22500,Built Up Area,1,2,5,10+ Year,Ready To Move,400,Mumbai Harbour,90.0
Unnamed Property,504 Parsik Nagar Kalwa Thane Mumbai,70 Lac,9210,Built Up Area,1,1,5,1 to 5 Year,Ready To Move,760,Kalwa Thane,70.0
Greenwood Estate Phase 2 ,A1 101 Phase 1 Panvel Navi Mumbai Mumbai,42 Lac,6461,Carpet Area,2,2,1,5 to 10 Year,Ready To Move,650,Panvel Navi-Mumbai,42.0
Unnamed Property,Mira Bhayandar Mira Road And Beyond Mumbai,1.05 Crore,12352,Super Built Up Area,2,2,5,5 to 10 Year,Ready To Move,850,Mira Road,105.0
Unnamed Property,Dombivli East Thane Mumbai,42 Lac,9354,Carpet Area,1,1,5,5 to 10 Year,Ready To Move,449,Dombivli Thane,42.0
Unnamed Property,605 Parsik Nagar Thane Mumbai,68 Lac,8947,Built Up Area,1,1,6,10+ Year,Ready To Move,760,Nagar Thane,68.0
Unnamed Property,Bhayander West Mira Road And Beyond Mumbai,60 Lac,13043,Carpet Area,1,2,3,10+ Year,Ready To Move,460,Mira Road,60.0
Unnamed Property,Dombivli East Thane Mumbai,70 Lac,8443,Carpet Area,2,2,1,1 to 5 Year,Ready To Move,829,Dombivli Thane,70.0
Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,55 Lac,7539,Super Built Up Area,2,2,6,10+ Year,Ready To Move,750,Mira Road,55.0
Unnamed Property,IC Colony Mumbai,2.2 Crore,32592,Carpet Area,3,2,1,1 to 5 Year,Ready To Move,675,Ic Colony,220.0
Unnamed Property,Titwala Titwala Mumbai Beyond Thane Mumbai,32 Lac,5660,Super Built Up Area,1,1,0,10+ Year,Ready To Move,530,Mumbai Thane,32.0
Patels Pride ,703 Ambernath Mumbai Beyond Thane Mumbai,34 Lac,3732,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,938,Mumbai Thane,34.0
Zoeb Aayesha Palace ,Parel South Mumbai Mumbai,1.1 Crore,16982,Super Built Up Area,1,1,2,Mar-23,Under Construction,649,Parel Mumbai,110.0
Kalpataru Vienta ,Kandivali East Mumbai,5.9 Crore,39864,Carpet Area,5,4,8,Dec-23,Under Construction,1480,Kandivali Mumbai,590.0
Anmol Sankalp ,Sector 5 Ulwe Navi Mumbai Mumbai,1 Crore,9090,Super Built Up Area,2,2,12,0 to 1 Year,Ready To Move,1100,Ulwe Navi-Mumbai,100.0
West Metro Residency ,Kalyan East Mumbai Beyond Thane Mumbai,75 Lac,7142,Super Built Up Area,2,2,7,5 to 10 Year,Ready To Move,1050,Mumbai Thane,75.0
AO Realty Bianca ,502 Andheri East Mumbai,2.5 Crore,34530,Built Up Area,2,2,5,1 to 5 Year,Ready To Move,1194,Andheri Mumbai,250.0
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,52 Lac,117514,Carpet Area,1,1,7,1 to 5 Year,Ready To Move,44.25,Panvel Navi-Mumbai,52.0
Unnamed Property,Opp Of Sewri Station Sewri Mumbai Harbour Mumbai,48 Lac,24000,Built Up Area,1,1,1,10+ Year,Ready To Move,200,Mumbai Harbour,48.0
Unnamed Property,403404 Versova Mumbai,6.25 Crore,35714,Built Up Area,3,3,4,10+ Year,Ready To Move,1750,Versova Mumbai,625.0
Unnamed Property,202 Gajawakra Adarsh Society Swami Narayan Road 52 Bunglow Bandar Road Panvel Old Panvel Navi Mumbai Mumbai,80 Lac,8528,Built Up Area,2,2,2,0 to 1 Year,Ready To Move,938,Panvel Navi-Mumbai,80.0
Paradise Sai Miracle ,1102 Sector 35E Kharghar Navi Mumbai Mumbai,1.75 Crore,15217,Super Built Up Area,3,3,11,1 to 5 Year,Ready To Move,1685,Kharghar Navi-Mumbai,175.0
Jeevan Vihar Building ,Malabar Hill South Mumbai Mumbai,4.25 Crore,32692,Built Up Area,2,2,0,10+ Year,Ready To Move,1300,Hill Mumbai,425.0
Unnamed Property,Neral Mumbai Beyond Thane Mumbai,21 Lac,3500,Built Up Area,1,1,1,5 to 10 Year,Ready To Move,600,Mumbai Thane,21.0
Unnamed Property,Lalbaug Mumbai Harbour Mumbai,1.35 Crore,30681,Built Up Area,1,1,5,10+ Year,Ready To Move,440,Mumbai Harbour,135.0
Unnamed Property,Chembur East Mumbai Harbour Mumbai,1.58 Crore,22443,Built Up Area,2,2,4,10+ Year,Ready To Move,704,Mumbai Harbour,158.0
Konnark Sai Krupa Premises ,102 Kharghar Navi Mumbai Mumbai,2.5 Crore,16025,Super Built Up Area,4,4,1,1 to 5 Year,Ready To Move,2800,Kharghar Navi-Mumbai,250.0
Paradise Sai Crystals ,702 Sector 35 Kharghar Navi Mumbai Mumbai,1.15 Crore,15333,Super Built Up Area,2,2,7,1 to 5 Year,Ready To Move,1175,Kharghar Navi-Mumbai,115.0
Unnamed Property,Pokhran 2 Thane Mumbai,3.75 Crore,28195,Carpet Area,3,3,16,0 to 1 Year,Ready To Move,1330,Pokhran Thane,375.0
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,49 Lac,7368,Built Up Area,1,1,3,5 to 10 Year,Ready To Move,665,Mumbai Thane,49.0
Unnamed Property,204 Kharegaon Mumbai Beyond Thane Mumbai,1.25 Crore,14013,Carpet Area,3,2,2,10+ Year,Ready To Move,892,Mumbai Thane,125.0
Unnamed Property,Sector 2 Airoli Navi Mumbai Mumbai,1.65 Crore,13750,Plot Area,3,2,3,10+ Year,Ready To Move,1200,Airoli Navi-Mumbai,165.0
Unnamed Property,Dahisar East Mumbai,1 Crore,21645,Super Built Up Area,1,1,7,5 to 10 Year,Ready To Move,462,Dahisar Mumbai,100.0
Bhagwati Greens ,1301 Sector 23 Kharghar Navi Mumbai Mumbai,2.4 Crore,30000,Super Built Up Area,2,2,13,1 to 5 Year,Ready To Move,1365,Kharghar Navi-Mumbai,240.0
Unnamed Property,1101 A Wing Nehru Nagar Central Mumbai suburbs Mumbai,1.5 Crore,26548,Carpet Area,2,2,11,1 to 5 Year,Ready To Move,565,Central Mumbai,150.0
Siddha Seabrook ,Kandivali West Mumbai,1.97 Crore,27903,Carpet Area,2,2,27,Under Construction,Under Construction,706,Kandivali Mumbai,197.0
Unnamed Property,106 E Mira Road Mira Road And Beyond Mumbai,55 Lac,8270,Built Up Area,1,1,1,Under Construction,Under Construction,665,Mira Road,55.0
Unnamed Property,Vasai West Vasai West Mira Road And Beyond Mumbai,1.35 Crore,7105,Carpet Area,4,2,1,10+ Year,Ready To Move,1900,Mira Road,135.0
Unnamed Property,Hiranandani Estate Thane Mumbai,3.1 Crore,22463,Carpet Area,3,3,6,10+ Year,Ready To Move,1380,Hiranandani-Estate Thane,310.0
Darvesh Ayesha Tower ,101 1st Floor Jogeshwari West Mumbai,3.3 Crore,14347,Super Built Up Area,3,3,1,10+ Year,Ready To Move,2300,Floor Jogeshwari,330.0
Unnamed Property,Row House No 2 400708 Airoli Navi Mumbai Mumbai,76 Lac,16888,Plot Area,1,2,2,10+ Year,Ready To Move,450,Airoli Navi-Mumbai,76.0
Unnamed Property,1102 Sector 14 Vashi Navi Mumbai Mumbai,6.25 Crore,29620,Carpet Area,5,4,11,10+ Year,Ready To Move,2110,Vashi Navi-Mumbai,625.0
Unnamed Property,Dadar East South Mumbai Mumbai,4.41 Crore,42000,Carpet Area,3,4,2,5 to 10 Year,Ready To Move,1050,Dadar Mumbai,441.0
Unnamed Property,403 404 Seven Bunglow Mumbai,6.25 Crore,35714,Built Up Area,3,3,4,10+ Year,Ready To Move,1750,Seven Bunglow,625.0
Unnamed Property,3rd Cross Lane Lokhandwala Andheri West Mumbai,10 Crore,35000,Super Built Up Area,4,4,16,1 to 5 Year,Ready To Move,3500,Lokhandwala Andheri,1000.0
Shamiks Elanza ,Vakola Mumbai South West Mumbai,3 Crore,504965,Carpet Area,2,2,12,5 to 10 Year,Ready To Move,59.41,Vakola Mumbai,300.0
Balaji Garden CHS ,Sector 11 Koparkhairane Navi Mumbai Mumbai,2.8 Crore,12727,Carpet Area,4,4,13,10+ Year,Ready To Move,2200,Koparkhairane Navi-Mumbai,280.0
Ten BKC ,Bandra East Mumbai South West Mumbai,7.5 Crore,56475,Carpet Area,3,4,3,Dec-23,Under Construction,1328,Bandra Mumbai,750.0
Unnamed Property,Building 14 Flat 02 Ground Floor Hanuman Chowk Central Mumbai suburbs Mumbai,1.1 Crore,22000,Carpet Area,1,1,0,10+ Year,Ready To Move,500,Central Mumbai,110.0
Unnamed Property,Kandivali West Mumbai,1.8 Crore,30716,Carpet Area,2,3,12,Aug-24,Under Construction,586,Kandivali Mumbai,180.0
Raj Estate ,G 402 Kashigaon Mira Road And Beyond Mumbai,97 Lac,10659,Super Built Up Area,2,2,4,1 to 5 Year,Ready To Move,910,Mira Road,97.0
Lodha Palava City ,Dombivli East Thane Mumbai,58 Lac,8801,Carpet Area,2,2,16,5 to 10 Year,Ready To Move,659,Dombivli Thane,58.0
Unnamed Property,E2104 Mulund West Central Mumbai suburbs Mumbai,1.8 Crore,29079,Carpet Area,2,2,21,Sep-23,Under Construction,619,Central Mumbai,180.0
Hiranandani Hill Grange ,Hiranandani Estate Thane Mumbai,2.1 Crore,15555,Built Up Area,3,3,3,10+ Year,Ready To Move,1350,Hiranandani-Estate Thane,210.0
Tirupati Arcade ,A602 Tirupati Arcade Sector21 Kharghar mumbai Navi Sector 21 Kharghar Navi Mumbai Mumbai,2.5 Crore,14000,Built Up Area,3,3,6,5 to 10 Year,Ready To Move,2000,Kharghar Navi-Mumbai,250.0
Acme Avenue ,11th Floor Charkop Mumbai,1.38 Crore,11604,Built Up Area,2,2,11,0 to 1 Year,Ready To Move,1284,Floor Charkop,138.0
Unnamed Property,Sion West Central Mumbai suburbs Mumbai,5.7 Crore,47500,Super Built Up Area,3,3,20,Dec-23,Under Construction,2200,Central Mumbai,570.0
Dosti Imperia ,3 Bhk Hill Facing Flat Available Manpada Thane Mumbai,2.52 Crore,15235,Built Up Area,3,3,5,1 to 5 Year,Ready To Move,1654,Manpada Thane,252.0
Royal Oasis ,Jankalyan Nagar Mumbai,1.7 Crore,23383,Carpet Area,2,2,20,1 to 5 Year,Ready To Move,727,Jankalyan Nagar,170.0
Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,1.4 Crore,19718,Carpet Area,2,2,14,5 to 10 Year,Ready To Move,710,Central Mumbai,140.0
Unnamed Property,Dadar East South Mumbai Mumbai,3.2 Crore,34408,Carpet Area,2,2,12,0 to 1 Year,Ready To Move,930,Dadar Mumbai,320.0
Unnamed Property,Ghatkopar East Garodia Nagar Central Mumbai suburbs Mumbai,1.35 Crore,23478,Carpet Area,1,1,2,10+ Year,Ready To Move,575,Central Mumbai,135.0
Omkar Alta Monte ,Malad East Mumbai,8.5 Crore,20238,Carpet Area,5,5,7,0 to 1 Year,Ready To Move,4200,Malad Mumbai,850.0
Unnamed Property,Taloja Bypass Road C 905 Dombivli East Thane Mumbai,57 Lac,7765,Carpet Area,2,2,9,1 to 5 Year,Ready To Move,734,Dombivli Thane,57.0
Unnamed Property,Jogeshwari East Mumbai,1.18 Crore,20884,Built Up Area,1,2,6,10+ Year,Ready To Move,565,Jogeshwari Mumbai,118.0
Unnamed Property,4th Floor Top Floor Plus Private Terrace Sector 19 Ulwe Navi Mumbai Mumbai,92 Lac,7360,Carpet Area,2,2,4,1 to 5 Year,Ready To Move,1250,Ulwe Navi-Mumbai,92.0
