Property_Name,Location,Region,Property_Age,Availability,Area_Tpye,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
Aishwarya Avant Heritage 1 and 2 ,1205 JVLR Mumbai,Andheri Mumbai,0 to 1 Year,Ready To Move,Carpet Area,390,30769,12,1,2,120
Heena Presidency ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,700,8500,6,1,2,59.5
Unnamed Property,203 Virar East Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Carpet Area,800,6875,2,2,2,55
Unnamed Property,Wada Mumbai Beyond Thane Mumbai,Wada Mumbai,5 to 10 Year,Ready To Move,Plot Area,2400,2291,1,3,2,55
Unnamed Property,S V Road Jawahar Nagar Mumbai,Jawahar Nagar,1 to 5 Year,Ready To Move,Built Up Area,1376,19622,13,3,3,280
Unnamed Property,Casa Bella Suprema Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,585,10170,4,2,2,59.5
Unnamed Property,Flat No 210 Plot No 15 Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Built Up Area,640,7968,2,1,1,51
Unnamed Property,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Plot Area,740,6486,2,2,2,49
Unnamed Property,Kasar vadavali Thane Mumbai,Kasar Vadavali Thane,0 to 1 Year,Ready To Move,Carpet Area,378,14550,6,1,1,55
Gundecha Asta ,Sakinaka Mumbai,Sakinaka Mumbai,1 to 5 Year,Ready To Move,Carpet Area,401,26932,11,1,1,108
Kabra Galaxy Star CHS ,Brahmand Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1070,10280,6,2,2,110
Unnamed Property,Flat 301 Plot 356a Sector 31 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,625,8800,3,1,1,55
Unnamed Property,136 Sector 2 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,870,8160,4,2,2,71
Unnamed Property,Dr Din Dayal Road Mumbai Beyond Thane Dombivli West Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,370,6351,4,1,1,23.5
JP Harmony ,Bhd Reliance Residency Near Shiv Mandir Ambernath Mumbai Beyond Thane Mumbai,Ambernath Mumbai,0 to 1 Year,Ready To Move,Built Up Area,995,3517,5,2,2,36
Horizon Homes ,1003 Liberty Garden Mumbai,Liberty Garden,0 to 1 Year,Ready To Move,Carpet Area,627,29505,1,2,2,185
Unnamed Property,Tembhipada Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,300,18666,14,1,1,56
Unnamed Property,Kandivali East Mumbai,Kandivali Mumbai,5 to 10 Year,Ready To Move,Built Up Area,565,15752,5,1,1,89
Unity Apartment ,Damodar Park Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,481,10187,3,1,1,49
Landmark Jawahar Milan CHS ,Malad East Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,793,24275,3,3,3,193
Vinay Unique Gardens ,E 801 Virar West Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Built Up Area,670,4954,8,1,2,33.5
Unnamed Property,New Panvel New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,825,8484,2,1,1,68
Unnamed Property,Khar West Khar West Mumbai South West Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,650,19230,4,1,1,125
Sagar Mahal ,Opposite Gopi Birla School And Sheetal Baug Walkeshwar South Mumbai Mumbai,Walkeshwar Mumbai,10+ Year,Ready To Move,Built Up Area,2450,67350,9,4,5,1650
Bharat Shiv Sai Paradise ,C1201 Majiwada Thane Mumbai,Majiwada Thane,5 to 10 Year,Ready To Move,Super Built Up Area,618,13268,12,1,1,82
Unnamed Property,Shivaji Nagar Shivaji Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,195,9230,2,1,1,18
SRK Solitaire ,Sector 18 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1750,17551,6,3,3,215
AO Realty Bianca ,Flat No 1001 Andheri East Mumbai,Andheri Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1010,28712,10,3,3,290
Unnamed Property,Andheri East Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Carpet Area,1100,29545,5,3,3,325
Virat Green Avenue ,Shilphata Navi Mumbai Mumbai,Shilphata Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,722,9279,2,2,2,67
Unnamed Property,Kalyan West Mumbai Beyond Thane Mumbai,Kalyan Thane,1 to 5 Year,Ready To Move,Built Up Area,725,7310,4,1,1,53
Lodha Lakeshore Greens ,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,673,10401,8,2,2,70
Unnamed Property,Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1105,20361,2,2,2,225
SRP Krish Residency ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,430,7674,3,1,1,33
Unnamed Property,Kanjur Marg West LBS Marg Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,982,23421,10,3,3,230
Vissanji Park ,9 a Lokmanya Tilak Colony South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,775,45161,3,1,1,350
Kanakia Rainforest ,Marol Mumbai,Marol Mumbai,1 to 5 Year,Ready To Move,Carpet Area,43.4,391705,2,1,2,170
Unnamed Property,501 Grant Road East South Mumbai Mumbai,South Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1017,26548,5,2,2,250
Lodha Palava City ,F 6 Dombivli East Thane Mumbai,Dombivli Thane,0 to 1 Year,Ready To Move,Carpet Area,305,7540,0,1,1,23
Unnamed Property,Sector 21 Nerul Navi Mumbai Mumbai,Nerul Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,585,14358,2,1,1,84
Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,723,8298,6,2,2,60
Shree Chamunda Dham ,301 Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,800,9687,3,2,2,77.5
Unnamed Property,Dombivli East Dombivli East Thane Mumbai,Dombivli Thane,10+ Year,Ready To Move,Built Up Area,1205,8215,4,3,3,99
Silver Crest CHS ,Raheja Vihar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,1000,19000,3,2,2,190
Samartha Aangan ,Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,1550,32903,18,3,3,510
Jewel Arista ,Badlapur W Sonivali Mumbai Beyond Thane Mumbai,Badlapur Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,685,3650,4,1,1,25
Unnamed Property,Dheeraj Jamuna Chs Chincholi Bunder Road MaladWest Chincholi Bunder Road Mumbai,Malad Mumbai,10+ Year,Ready To Move,Built Up Area,570,17544,14,1,2,110
Unnamed Property,Borivali East Mumbai,Borivali Mumbai,10+ Year,Ready To Move,Super Built Up Area,1300,23000,1,3,3,299
Unnamed Property,Malad East Mumbai,Malad Mumbai,10+ Year,Ready To Move,Carpet Area,436,18348,7,1,2,80
Gopala Apartment ,101 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1550,10322,0,2,2,160
Cosmos Springs Angel ,Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Built Up Area,1400,11785,20,3,3,165
Godrej Sky Garden ,Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,570,13157,6,2,2,75
Unnamed Property,Chembur Mumbai Maharashtra India Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Carpet Area,561,52584,2,2,2,295
Unnamed Property,Thane West Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,1264,15427,1,3,3,195
Unnamed Property,Prabhadevi South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,1206,62189,6,3,4,750
Panchali Apartment ,Panchali Apartment Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1720,16279,1,3,4,280
Unnamed Property,Lokhandwala Andheri West Mumbai,Andheri Mumbai,10+ Year,Ready To Move,Super Built Up Area,860,27906,5,2,2,227
Unnamed Property,O 13 Sector 9 Belapur Navi Mumbai Mumbai,Belapur Navi-Mumbai,10+ Year,Ready To Move,Plot Area,2000,8750,2,3,2,175
Unnamed Property,004 a Nalasopara West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,365,6575,0,1,1,24
Unnamed Property,B Wing Rathodi Marve Road Mumbai,Marve Road,5 to 10 Year,Ready To Move,Carpet Area,800,18750,7,2,2,150
Squarefeet Grand Square ,4th Floor Anand Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Carpet Area,409,14180,4,1,2,58
Sai Darshan Apartment ,Ghatkopar West Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,537,23277,5,1,1,125
Lodha Palava City ,F504 casario Gold exotica Kalyanshil Road Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,960,10000,5,2,2,96
Dharma Sadan ,Flat No 201 Dharma Sadan Sec 19 Plot 87 Behind Reliance Fresh Kharghar Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,687.6,17452,2,3,3,120
Vasudev Sky High ,102 Building No 4 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Carpet Area,960,9166,1,2,2,88
Unnamed Property,Plot 26 Panvel Matheran Road Sector 12 New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,1185,8016,2,3,2,95
Wadhwa Viceroy Park ,A1401 Dahisar West Mumbai,Dahisar Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1510,18211,14,3,3,275
Unnamed Property,Sector 13 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,460,12391,4,1,1,57
Vihang Hills ,Owale Owale Thane Mumbai,Thane,5 to 10 Year,Ready To Move,Carpet Area,555,15676,9,2,2,87
Unnamed Property,Shirdon Navi Mumbai Mumbai,Shirdon Navi-Mumbai,10+ Year,Ready To Move,Plot Area,3000,2166,1,2,2,65
Unnamed Property,Mazgaon Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,400,22500,5,1,2,90
Unnamed Property,504 Parsik Nagar Kalwa Thane Mumbai,Thane,1 to 5 Year,Ready To Move,Built Up Area,760,9210,5,1,1,70
Greenwood Estate Phase 2 ,A1 101 Phase 1 Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,650,6461,1,2,2,42
Unnamed Property,Mira Bhayandar Mira Road And Beyond Mumbai,Mira Road,5 to 10 Year,Ready To Move,Super Built Up Area,850,12352,5,2,2,105
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,449,9354,5,1,1,42
Unnamed Property,605 Parsik Nagar Thane Mumbai,Thane,10+ Year,Ready To Move,Built Up Area,760,8947,6,1,1,68
Unnamed Property,Bhayander West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,460,13043,3,1,2,60
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,829,8443,1,2,2,70
Ravi Gaurav City ,Mira Road East Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Super Built Up Area,750,7539,6,2,2,55
Unnamed Property,IC Colony Mumbai,Borivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,675,32592,1,3,2,220
Unnamed Property,Titwala Titwala Mumbai Beyond Thane Mumbai,Titwala Mumbai,10+ Year,Ready To Move,Super Built Up Area,530,5660,0,1,1,32
Patels Pride ,703 Ambernath Mumbai Beyond Thane Mumbai,Ambernath Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,938,3732,7,2,2,34
Zoeb Aayesha Palace ,Parel South Mumbai Mumbai,South Mumbai,Under Construction,Under Construction,Super Built Up Area,649,16982,2,1,1,110
Kalpataru Vienta ,Kandivali East Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,1480,39864,8,5,4,590
Anmol Sankalp ,Sector 5 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1100,9090,12,2,2,100
West Metro Residency ,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,1050,7142,7,2,2,75
AO Realty Bianca ,502 Andheri East Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Built Up Area,1194,34530,5,2,2,250
Balaji Symphony ,New Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,44.25,117514,7,1,1,52
Unnamed Property,Opp Of Sewri Station Sewri Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,200,24000,1,1,1,48
Unnamed Property,403404 Versova Mumbai,Versova Mumbai,10+ Year,Ready To Move,Built Up Area,1750,35714,4,3,3,625
Unnamed Property,202 Gajawakra Adarsh Society Swami Narayan Road 52 Bunglow Bandar Road Panvel Old Panvel Navi Mumbai Mumbai,Panvel Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,938,8528,2,2,2,80
Paradise Sai Miracle ,1102 Sector 35E Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1685,15217,11,3,3,175
Jeevan Vihar Building ,Malabar Hill South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,1300,32692,0,2,2,425
Unnamed Property,Neral Mumbai Beyond Thane Mumbai,Neral Mumbai,5 to 10 Year,Ready To Move,Built Up Area,600,3500,1,1,1,21
Unnamed Property,Lalbaug Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,440,30681,5,1,1,135
Unnamed Property,Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,704,22443,4,2,2,158
Konnark Sai Krupa Premises ,102 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,2800,16025,1,4,4,250
Paradise Sai Crystals ,702 Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1175,15333,7,2,2,115
Unnamed Property,Pokhran 2 Thane Mumbai,Thane,0 to 1 Year,Ready To Move,Carpet Area,1330,28195,16,3,3,375
Unnamed Property,thakurli Mumbai Beyond Thane Mumbai,Thakurli Mumbai,5 to 10 Year,Ready To Move,Built Up Area,665,7368,3,1,1,49
Unnamed Property,204 Kharegaon Mumbai Beyond Thane Mumbai,Kharegaon Mumbai,10+ Year,Ready To Move,Carpet Area,892,14013,2,3,2,125
Unnamed Property,Sector 2 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,1200,13750,3,3,2,165
Unnamed Property,Dahisar East Mumbai,Dahisar Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,462,21645,7,1,1,100
Bhagwati Greens ,1301 Sector 23 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1365,30000,13,2,2,240
Unnamed Property,1101 A Wing Nehru Nagar Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,565,26548,11,2,2,150
Siddha Seabrook ,Kandivali West Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,706,27903,27,2,2,197
Unnamed Property,106 E Mira Road Mira Road And Beyond Mumbai,Mira Road,Under Construction,Under Construction,Built Up Area,665,8270,1,1,1,55
Unnamed Property,Vasai West Vasai West Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,1900,7105,1,4,2,135
Unnamed Property,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Carpet Area,1380,22463,6,3,3,310
Darvesh Ayesha Tower ,101 1st Floor Jogeshwari West Mumbai,Jogeshwari Mumbai,10+ Year,Ready To Move,Super Built Up Area,2300,14347,1,3,3,330
Unnamed Property,Row House No 2 400708 Airoli Navi Mumbai Mumbai,Airoli Navi-Mumbai,10+ Year,Ready To Move,Plot Area,450,16888,2,1,2,76
Unnamed Property,1102 Sector 14 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,2110,29620,11,5,4,625
Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,5 to 10 Year,Ready To Move,Carpet Area,1050,42000,2,3,4,441
Unnamed Property,403 404 Seven Bunglow Mumbai,Seven Bunglow,10+ Year,Ready To Move,Built Up Area,1750,35714,4,3,3,625
Unnamed Property,3rd Cross Lane Lokhandwala Andheri West Mumbai,Andheri Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,3500,35000,16,4,4,1000
Shamiks Elanza ,Vakola Mumbai South West Mumbai,Vakola Mumbai,5 to 10 Year,Ready To Move,Carpet Area,59.41,504965,12,2,2,300
Balaji Garden CHS ,Sector 11 Koparkhairane Navi Mumbai Mumbai,Koparkhairane Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,2200,12727,13,4,4,280
Ten BKC ,Bandra East Mumbai South West Mumbai,South Mumbai,Under Construction,Under Construction,Carpet Area,1328,56475,3,3,4,750
Unnamed Property,Building 14 Flat 02 Ground Floor Hanuman Chowk Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,500,22000,0,1,1,110
Unnamed Property,Kandivali West Mumbai,Kandivali Mumbai,Under Construction,Under Construction,Carpet Area,586,30716,12,2,3,180
Raj Estate ,G 402 Kashigaon Mira Road And Beyond Mumbai,Mira Road,1 to 5 Year,Ready To Move,Super Built Up Area,910,10659,4,2,2,97
Lodha Palava City ,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,659,8801,16,2,2,58
Unnamed Property,E2104 Mulund West Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Carpet Area,619,29079,21,2,2,180
Hiranandani Hill Grange ,Hiranandani Estate Thane Mumbai,Hiranandani Thane,10+ Year,Ready To Move,Built Up Area,1350,15555,3,3,3,210
Tirupati Arcade ,A602 Tirupati Arcade Sector21 Kharghar mumbai Navi Sector 21 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,2000,14000,6,3,3,250
Acme Avenue ,11th Floor Charkop Mumbai,Charkop Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1284,11604,11,2,2,138
Unnamed Property,Sion West Central Mumbai suburbs Mumbai,Central Mumbai,Under Construction,Under Construction,Super Built Up Area,2200,47500,20,3,3,570
Dosti Imperia ,3 Bhk Hill Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1654,15235,5,3,3,252
Royal Oasis ,Jankalyan Nagar Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,727,23383,20,2,2,170
Unnamed Property,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Carpet Area,710,19718,14,2,2,140
Unnamed Property,Dadar East South Mumbai Mumbai,Dadar Mumbai,0 to 1 Year,Ready To Move,Carpet Area,930,34408,12,2,2,320
Unnamed Property,Ghatkopar East Garodia Nagar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,575,23478,2,1,1,135
Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Carpet Area,4200,20238,7,5,5,850
Unnamed Property,Taloja Bypass Road C 905 Dombivli East Thane Mumbai,Dombivli Thane,1 to 5 Year,Ready To Move,Carpet Area,734,7765,9,2,2,57
Unnamed Property,Jogeshwari East Mumbai,Jogeshwari Mumbai,10+ Year,Ready To Move,Built Up Area,565,20884,6,1,2,118
Unnamed Property,4th Floor Top Floor Plus Private Terrace Sector 19 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1250,7360,4,2,2,92
Lodha Upper Thane ,A 1003 Anjurdive Mumbai Beyond Thane Mumbai,Anjurdive Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1485,12121,10,3,3,180
Unnamed Property,Dombivli East Thane Mumbai,Dombivli Thane,5 to 10 Year,Ready To Move,Carpet Area,1300,20384,12,3,3,260
Bombay Taximens CHS ,LBS Marg Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,700,17142,2,1,1,120
Unnamed Property,Mahim West Mumbai South West Mumbai,Mahim Mumbai,0 to 1 Year,Ready To Move,Carpet Area,650,51538,4,2,2,335
Lok Raunak ,501 Wing A1 Marol Mumbai,Marol Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1400,14285,5,3,3,200
Unnamed Property,Seawoods Navi Mumbai Mumbai,Seawoods Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,450,14444,3,1,1,65
Unnamed Property,Two Dattanagar Mumbai Beyond Thane Mumbai,Dattanagar Mumbai,10+ Year,Ready To Move,Carpet Area,1180,11016,1,2,2,130
Unnamed Property,Lakeside Raheja Vihar Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Built Up Area,702,21367,8,1,1,150
Hiranandani Torino ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Super Built Up Area,1450,45000,34,3,3,665
Kohinoor City Mumbai ,Phase 1 kurla west Central Mumbai suburbs Mumbai,Central Mumbai,10+ Year,Ready To Move,Carpet Area,1600,31875,7,4,4,510
NG Complex ,Marol Mumbai,Marol Mumbai,10+ Year,Ready To Move,Super Built Up Area,640,16406,4,1,2,105
Unnamed Property,Sector 29 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,950,29473,4,3,3,280
Unnamed Property,Sector 35e Flat No 305 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,965,8808,3,2,2,85
Jolly Maker Apartment ,Cuffe Parade South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Built Up Area,2135,74941,20,5,4,1600
Shivam Paradise ,503 Nerul Navi Mumbai Mumbai,Nerul Navi-Mumbai,10+ Year,Ready To Move,Built Up Area,850,15882,5,2,2,135
Amardeep Anutham ,D2004 Mulund East Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Carpet Area,435,31034,20,1,2,135
Unnamed Property,Mogul Lane 16 Matunga West South Mumbai Mumbai,Matunga Mumbai,10+ Year,Ready To Move,Carpet Area,360,44444,4,1,2,160
Sri Prastha ,Sriprastha Mira Road And Beyond Mumbai,Mira Road,10+ Year,Ready To Move,Carpet Area,900,7222,0,2,2,65
Unnamed Property,Sector 31 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Built Up Area,1175,7063,2,2,2,83
JH Zojwalla Regency Park ,Kalyan East Mumbai Beyond Thane Mumbai,Kalyan Thane,5 to 10 Year,Ready To Move,Super Built Up Area,710,7887,3,1,2,56
Unnamed Property,Tardeo South Mumbai Mumbai,South Mumbai,10+ Year,Ready To Move,Carpet Area,421,23752,4,1,1,100
Samarth Garden ,Bhandup West Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1070,13084,2,2,2,140
Unnamed Property,Deonar Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Carpet Area,455,31868,11,1,2,145
Unnamed Property,4th Floor Wadala West Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Built Up Area,640,31093,4,2,2,199
Unnamed Property,Walkeshwar South Mumbai Mumbai,Walkeshwar Mumbai,10+ Year,Ready To Move,Carpet Area,900,52777,5,2,2,475
5P Bhagwati Heritage ,Sector 21 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1225,9387,7,2,2,115
Bhoomi Harmony ,Full Furnish Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1310,8091,9,2,2,106
